Intermédiaire;Date envoi de la commande;MEN#;PO#;N° Lot;Fournisseur;OP/Client/Appro;Acompte;Alerte;Etat de la commande;Payé ?;"Nombre de mois 
(de la commande à la livraison)";Artwork;REF;Désignation;Quantité;PU;Prix / référence;Total prix commande;Frais supp;Total prix sur facture ;PCB;Volume m3  PCB;Volume m3 réfernce total;Volume m3 commande;"Matière
(MAT)";"Semi-production
(SP)";"Echantillon de
conformité";"Production
(BAT)";Date inspection;Rapport d'inspection;"Réception
(RECEP)";"Non-conformité
(NCR)";ETD confirmé;"Retard 
(jours)";ETD réel;ETA;Date de livraison;Lieu de livraison;N° BL;N° Conteneur;N° Facture;Transport ;Transitaire;Colis/pièces manquantes
DIRECT;2025-11-19;Pas de MEN;169318.0;2511181131;SURPASS;Appro 251008;Aucun; /;Livrée le 16/03/2026;2026-02-03 00:00:00;3;Envoyé;10010198;STEAK UNIVERSAL CERAMIC CRF SS BLISTER PEGB;10998.0;0.97;10668.06;70949.556;;70949.556;18.0;0.013395374999999998;8.184574125;52.470422125;Aucune;Aucune;Aucune;Aucune;Aucune;Aucun;;;2026-02-25 00:00:00;Aucun;2026-01-24 00:00:00;2026-03-04 00:00:00;2026-03-16 08:00:00;POMMIER;SZSE2601145;NEOU2252333;25112016-1;CMA CGM CEDRUS;QUALITAIRSEA;
DIRECT;2025-11-19;Pas de MEN;169318.0;2511181131;SURPASS;Appro 251008;Aucun; /;Livrée le 16/03/2026;2026-02-03 00:00:00;3;Envoyé;441823;COFFRET 1 STEAK CERAMIQUE LAME BLANCHE;6246.0;1.038;6483.348;70949.556;;70949.556;18.0;0.02164575;7.511075249999999;52.470422125;Aucune;Aucune;Aucune;Aucune;Aucune;Aucun;;;2026-02-25 00:00:00;Aucun;2026-01-24 00:00:00;2026-03-04 00:00:00;2026-03-16 08:00:00;POMMIER;SZSE2601145;NEOU2252333;25112016-1;CMA CGM CEDRUS;QUALITAIRSEA;
DIRECT;2025-11-19;Pas de MEN;169318.0;2511181131;SURPASS;Appro 251008;Aucun; /;Livrée le 16/03/2026;2026-02-03 00:00:00;3;Envoyé;10010199;CHEF UNIVERSAL CERAMIC CRF SS BLISTER PEGB;10008.0;1.83;18314.64;70949.556;;70949.556;18.0;0.018944000000000003;10.532864000000002;52.470422125;Aucune;Aucune;Aucune;Aucune;Aucune;Aucun;;;2026-02-25 00:00:00;Aucun;2026-01-24 00:00:00;2026-03-04 00:00:00;2026-03-16 08:00:00;POMMIER;SZSE2601145;NEOU2252333;25112016-1;CMA CGM CEDRUS;QUALITAIRSEA;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En production;Non;;Envoyé;438580;M24 LAG MULTICOLORS COF+BAND MI;3552.0;6.4;22732.800000000003;289262.178;;289262.178;6.0;0.028173499999999997;16.678711999999997;214.17046237499997;Conforme;Aucune;Validé;Conforme;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun;Réunion OP;En cours de livraison;2026-02-03 00:00:00;3;Envoyé;535811;M24 TROQUET ROUGE PS POT PET;9000.0;2.61;23490;289262.178;;289262.178;9.0;0.018816000000000003;18.816000000000003;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-01-20 00:00:00;OK 4951230.00-4;;;2026-03-25 00:00:00;Aucun;2026-01-31 00:00:00;2026-03-10 00:00:00;2026-03-20 07:00:00;POMMIER;SZSE2601540;JYSU2003813;20260123;CMA CGM JULES VERNE;QUALITAIRSEA;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En production;Non;;Envoyé;535820;M24 TROQUET MARINE PS POT PET;8802.0;2.61;22973.219999999998;289262.178;;289262.178;9.0;0.018816000000000003;18.402048000000004;214.17046237499997;Conforme;Aucune;Validé;Conforme;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En production;Non;;Aucun;21140002;COUTEAU PALMA + GENCOD;5880.0;0.357;2099.16;289262.178;;289262.178;120.0;0.011825;0.579425;214.17046237499997;Conforme;Aucune;;Non reçu;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En production;Non;;Aucun;21160005;CAFE IMPERIAL + GENCOD;7680.0;0.135;1036.8000000000002;289262.178;;289262.178;240.0;0.018810000000000004;0.6019200000000001;214.17046237499997;Conforme;Aucune;;Non reçu;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En cours de livraison;2026-02-19 00:00:00;;Envoyé;21520037;M16 LAGUIOLE INTUITION BELLE SAISON EN BOITE LAGUIOLE;4302.0;5.15;22155.300000000003;289262.178;;289262.178;6.0;0.024300000000000002;17.4231;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-01-31 00:00:00;OK 4951230.00-47;;;2026-03-25 00:00:00;Aucun;2026-02-19 00:00:00;2026-03-31 00:00:00;Estimée : 07-avril;POMMIER;SZSE2602436;TLLU4162583;20260206-2;CMA CGM ALEXANDER VON HUMBOLDT;QUALITAIRSEA;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En cours de livraison;2026-02-19 00:00:00;;Envoyé;30020308;M16 ACIDULE BEE TURQUOISE 7715C BTE LAGUIOLE;2034.0;4.672;9502.848;289262.178;;289262.178;6.0;0.0255285;8.654161499999999;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-02-02 00:00:00;OK 4951230.00-48;;;2026-03-25 00:00:00;Aucun;2026-02-19 00:00:00;2026-03-31 00:00:00;Estimée : 07-avril;POMMIER;SZSE2602436;TLLU4162583;20260206-2;CMA CGM ALEXANDER VON HUMBOLDT;QUALITAIRSEA;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En attente de livraison;Non;;Envoyé;30090017;M16 LAGUIOLE CUIR NOIR EN BOITE LAGUIOLE;3504.0;5.638;19755.552;289262.178;;289262.178;6.0;0.025376;14.819583999999999;214.17046237499997;Conforme;Aucune;;Non reçu;2026-03-10 00:00:00;OK 4952801.00-2;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En production;Non;;Envoyé;30101079;M24 LAGUIOLE ABS ROUGE;654.0;6.506;4254.924;289262.178;;289262.178;6.0;0.025871999999999996;2.8200479999999994;214.17046237499997;Conforme;Aucune;;Non reçu;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En production;Non;;Envoyé;30101080;M24 LAGUIOLE HERITAGE BLANC EN COFFRET+BANDEAU;654.0;6.271;4101.234;289262.178;;289262.178;6.0;0.025871999999999996;2.8200479999999994;214.17046237499997;Conforme;Aucune;;Non reçu;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En production;Non;;Aucun;30101108;CAFE LAGUIOLE ABS GRIS MARBRE VRAC + GENCOD;2880.0;0.182;524.16;289262.178;;289262.178;240.0;0.020643500000000002;0.24772200000000003;214.17046237499997;Conforme;Aucune;;Non reçu;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En cours de livraison;2026-02-19 00:00:00;;Aucun;30170008;COUTEAU LAG DUO GRIS COOL GREY 7C+ GENCOD;9840.0;0.331;3257.04;289262.178;;289262.178;240.0;0.031849999999999996;1.30585;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-01-31 00:00:00;OK 4951230.00-49;;;2026-03-25 00:00:00;Aucun;2026-02-19 00:00:00;2026-03-31 00:00:00;Estimée : 07-avril;POMMIER;SZSE2602436;TLLU4162583;20260206-2;CMA CGM ALEXANDER VON HUMBOLDT;QUALITAIRSEA;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En cours de livraison;2026-02-19 00:00:00;;Aucun;30170009;FOURCHETTE LAG DUO GRIS COOL GREY 7C+ GENCOD;8160.0;0.318;2594.88;289262.178;;289262.178;240.0;0.028940625;0.98398125;214.17046237499997;Conforme;Aucune;Validé;Non reçu;2026-01-31 00:00:00;FAIL 4951230.00-50;;;2026-03-25 00:00:00;Aucun;2026-02-19 00:00:00;2026-03-31 00:00:00;Estimée : 07-avril;POMMIER;SZSE2602436;TLLU4162583;20260206-2;CMA CGM ALEXANDER VON HUMBOLDT;QUALITAIRSEA;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En cours de livraison;2026-02-19 00:00:00;;Aucun;30170010;CUILLERE LAG DUO GRIS COOL GREY 7C+ GENCOD;3840.0;0.322;1236.48;289262.178;;289262.178;240.0;0.029792;0.476672;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-02-02 00:00:00;OK 4951230.00-51;;;2026-03-25 00:00:00;Aucun;2026-02-19 00:00:00;2026-03-31 00:00:00;Estimée : 07-avril;POMMIER;SZSE2602436;TLLU4162583;20260206-2;CMA CGM ALEXANDER VON HUMBOLDT;QUALITAIRSEA;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En cours de livraison;2026-02-19 00:00:00;;Aucun;30170011;CAFE LAG DUO GRIS COOL GREY 7C+ GENCOD;8160.0;0.248;2023.68;289262.178;;289262.178;240.0;0.020645625;0.70195125;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-02-02 00:00:00;OK 4951230.00-52;;;2026-03-25 00:00:00;Aucun;2026-02-19 00:00:00;2026-03-31 00:00:00;Estimée : 07-avril;POMMIER;SZSE2602436;TLLU4162583;20260206-2;CMA CGM ALEXANDER VON HUMBOLDT;QUALITAIRSEA;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En cours de livraison;2026-02-19 00:00:00;;Aucun;30170030;CUILLERE LAG DUO ROUGE 200 C+ GENCOD;1920.0;0.322;618.24;289262.178;;289262.178;240.0;0.029792;0.238336;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-02-02 00:00:00;FAIL 4951230.00-53;;;2026-03-25 00:00:00;Aucun;2026-02-19 00:00:00;2026-03-31 00:00:00;Estimée : 07-avril;POMMIER;SZSE2602436;TLLU4162583;20260206-2;CMA CGM ALEXANDER VON HUMBOLDT;QUALITAIRSEA;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En cours de livraison;2026-02-19 00:00:00;;Aucun;30170041;COUTEAU LAG DUO VERT FONCE 5615C VRAC + GENCOD;5040.0;0.331;1668.24;289262.178;;289262.178;240.0;0.030834374999999997;0.6475218749999999;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-02-02 00:00:00;OK 4951230.00-54;;;2026-03-25 00:00:00;Aucun;2026-02-19 00:00:00;2026-03-31 00:00:00;Estimée : 07-avril;POMMIER;SZSE2602436;TLLU4162583;20260206-2;CMA CGM ALEXANDER VON HUMBOLDT;QUALITAIRSEA;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En attente de livraison;Non;;Aucun;30190001;COUTEAU INEDIT USA+GENCOD;1920.0;0.319;612.48;289262.178;;289262.178;240.0;0.02731725;0.218538;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-03-10 00:00:00;OK 4952801.00-3;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En attente de livraison;Non;;Aucun;30190003;CUILLERE INEDIT USA+GENCOD;2160.0;0.34;734.4000000000001;289262.178;;289262.178;240.0;0.02921875;0.26296875000000003;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-03-10 00:00:00;OK 4952801.00-4;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En attente de livraison;Non;;Envoyé;30363709;M24 BISTROT CLASSIC BLANC POT PET CARREFOUR;16002.0;2.61;41765.22;289262.178;;289262.178;6.0;0.0143;38.1381;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-03-10 00:00:00;OK 4952801.00-5;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En attente de livraison;Non;;Aucun;31090010;FOURCHETTE INEDIT SCANDINAVE NOIR VRAC GENCOD;3840.0;0.329;1263.3600000000001;289262.178;;289262.178;240.0;0.02921875;0.4675;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-03-11 00:00:00;OK 4952801.00-6;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En attente de livraison;Non;;Aucun;31090012;CAFE INEDIT SCANDINAVE NOIR VRAC GENCOD;5760.0;0.315;1814.4;289262.178;;289262.178;240.0;0.016982999999999998;0.40759199999999995;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-03-11 00:00:00;OK 4952801.00-7;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En attente de livraison;Non;;Aucun;31930016;COUTEAU DROP LIGHT WOOD;10800.0;0.268;2894.4;289262.178;;289262.178;240.0;0.029807999999999998;1.3413599999999999;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-03-11 00:00:00;OK 4952801.00-8;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En attente de livraison;Non;;Aucun;31930017;FOURCHETTE DROP LIGHT WOOD;10080.0;0.221;2227.68;289262.178;;289262.178;240.0;0.031200000000000002;1.3104;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-03-11 00:00:00;OK 4952801.00-9;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En attente de livraison;Non;;Aucun;31930019;CAFE DROP LIGHT WOOD;12240.0;0.182;2227.68;289262.178;;289262.178;240.0;0.02130975;1.08679725;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-03-11 00:00:00;OK 4952801.00-10;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En cours de livraison;2026-02-19 00:00:00;;Aucun;31930021;COUTEAU DROP DARK WOOD;15600.0;0.268;4180.8;289262.178;;289262.178;240.0;0.032339999999999994;2.1020999999999996;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-01-30 00:00:00;OK 4951230.00-55;;;2026-03-25 00:00:00;Aucun;2026-02-19 00:00:00;2026-03-31 00:00:00;Estimée : 07-avril;POMMIER;SZSE2602436;TLLU4162583;20260206-2;CMA CGM ALEXANDER VON HUMBOLDT;QUALITAIRSEA;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En cours de livraison;2026-02-19 00:00:00;;Aucun;31930022;FOURCHETTE DROP DARK WOOD;15600.0;0.221;3447.6;289262.178;;289262.178;240.0;0.029792;1.93648;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-01-30 00:00:00;OK 4951230.00-56;;;2026-03-25 00:00:00;Aucun;2026-02-19 00:00:00;2026-03-31 00:00:00;Estimée : 07-avril;POMMIER;SZSE2602436;TLLU4162583;20260206-2;CMA CGM ALEXANDER VON HUMBOLDT;QUALITAIRSEA;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En cours de livraison;2026-02-19 00:00:00;;Aucun;31930023;CUILLERE DROP DARK WOOD;13200.0;0.24;3168;289262.178;;289262.178;240.0;0.0308;1.694;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-01-30 00:00:00;OK 4951230.00-57;;;2026-03-25 00:00:00;Aucun;2026-02-19 00:00:00;2026-03-31 00:00:00;Estimée : 07-avril;POMMIER;SZSE2602436;TLLU4162583;20260206-2;CMA CGM ALEXANDER VON HUMBOLDT;QUALITAIRSEA;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En cours de livraison;2026-02-19 00:00:00;;Aucun;31930024;CAFE DROP DARK WOOD;15600.0;0.182;2839.2;289262.178;;289262.178;240.0;0.020625;1.340625;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-01-31 00:00:00;OK 4951230.00-58;;;2026-03-25 00:00:00;Aucun;2026-02-19 00:00:00;2026-03-31 00:00:00;Estimée : 07-avril;POMMIER;SZSE2602436;TLLU4162583;20260206-2;CMA CGM ALEXANDER VON HUMBOLDT;QUALITAIRSEA;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En cours de livraison;2026-02-19 00:00:00;;Aucun;31930025;M24 DROP DARK WOOD EN BOITE;6051.0;5.56;33643.56;289262.178;;289262.178;3.0;0.012622500000000002;25.459582500000003;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-02-02 00:00:00;OK 4951230.00-59;;;2026-03-25 00:00:00;;2026-02-19 00:00:00;2026-03-31 00:00:00;Estimée : 07-avril;POMMIER;SZSE2601807;RESU2004119;20260205;CMA CGM ALEXANDER VON HUMBOLDT;QUALITAIRSEA;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En cours de livraison;2026-02-03 00:00:00;3;Aucun;32000006;M24 PASSION VERT 5635C BOITE LAGUIOLE HERITAGE;2520.0;7.23;18219.600000000002;289262.178;;289262.178;6.0;0.02379;9.9918;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-01-20 00:00:00;OK 4951230.00-5;;;2026-03-25 00:00:00;Aucun;2026-01-31 00:00:00;2026-03-10 00:00:00;2026-03-20 07:00:00;POMMIER;SZSE2601540;JYSU2003813;20260123;CMA CGM JULES VERNE;QUALITAIRSEA;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En cours de livraison;2026-02-19 00:00:00;;Aucun;32000006;M24 PASSION VERT 5635C BOITE LAGUIOLE HERITAGE;780.0;7.23;5639.400000000001;289262.178;;289262.178;6.0;0.02379;3.0927;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-01-20 00:00:00;OK 4951230.00-5;;;2026-03-25 00:00:00;;2026-02-19 00:00:00;2026-03-31 00:00:00;Estimée : 07-avril;POMMIER;SZSE2601807;RESU2004119;20260205;CMA CGM ALEXANDER VON HUMBOLDT;QUALITAIRSEA;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En cours de livraison;2026-02-19 00:00:00;;Envoyé;32030001;M24 COLOR BLEU PANTONE 7470C EN BOITE CARREFOUR HOME;2040.0;4.642;9469.68;289262.178;;289262.178;3.0;0.019417999999999998;13.204239999999999;214.17046237499997;Conforme;Aucune;Validé;Conforme;2026-01-30 00:00:00;OK 4951230.00-46;;;2026-03-25 00:00:00;Aucun;2026-02-19 00:00:00;2026-03-31 00:00:00;Estimée : 07-avril;POMMIER;SZSE2602436;TLLU4162583;20260206-2;CMA CGM ALEXANDER VON HUMBOLDT;QUALITAIRSEA;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En production;Non;;Envoyé;32070002;FOURCHETTE OPEN DECOR CARREAU DE CIMENT  CARREFOUR HOME;6960.0;0.234;1628.64;289262.178;;289262.178;240.0;0.030318750000000002;0.8792437500000001;214.17046237499997;Conforme;Aucune;;Non reçu;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En production;Non;;Envoyé;32070019;CUILLERE OPEN DECOR POIS ROUGE 3517C CARREFOUR HOME;2880.0;0.246;708.48;289262.178;;289262.178;240.0;0.029183999999999998;0.35020799999999996;214.17046237499997;Conforme;Aucune;;Non reçu;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En production;Non;;Envoyé;32070022;FOURCHETTE OPEN DECOR POIS NOIR 6C CARREFOUR HOME;3600.0;0.234;842.4000000000001;289262.178;;289262.178;240.0;0.031200000000000002;0.468;214.17046237499997;Conforme;Aucune;;Non reçu;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En production;Non;;Aucun;32070035;CUILLERE OPEN DECOR POIS ROUGE 3517C TB COLLECTION;3600.0;0.246;885.6;289262.178;;289262.178;240.0;0.030318750000000002;0.45478125;214.17046237499997;Conforme;Aucune;;Non reçu;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En production;Non;;Aucun;32070036;CAFE OPEN DECOR POIS ROUGE 3517C TB COLLECTION;3600.0;0.213;766.8;289262.178;;289262.178;240.0;0.016800000000000002;0.25200000000000006;214.17046237499997;Conforme;Aucune;;Non reçu;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En production;Non;;Aucun;32070037;COUTEAU OPEN DECOR POIS NOIR 6C TB COLLECTION;3600.0;0.239;860.4;289262.178;;289262.178;240.0;0.025650000000000003;0.38475000000000004;214.17046237499997;Conforme;Aucune;;Non reçu;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En production;Non;;Aucun;32070038;FOURCHETTE OPEN DECOR POIS NOIR 6C TB COLLECTION;3600.0;0.234;842.4000000000001;289262.178;;289262.178;240.0;0.03135;0.47025000000000006;214.17046237499997;Conforme;Aucune;;Non reçu;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En production;Non;;Aucun;32070039;CUILLERE OPEN DECOR POIS NOIR 6C TB COLLECTION;3600.0;0.246;885.6;289262.178;;289262.178;240.0;0.030095999999999998;0.45143999999999995;214.17046237499997;Conforme;Aucune;;Non reçu;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En production;Non;;Aucun;32070040;CAFE OPEN DECOR POIS NOIR 6C TB COLLECTION;3600.0;0.213;766.8;289262.178;;289262.178;240.0;0.02052;0.3078;214.17046237499997;Conforme;Aucune;;Non reçu;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En production;Non;;Envoyé;32210002;FOURCHETTE OPEN UNI COLOR BLEU 2180C CARREFOUR HOME;5520.0;0.192;1059.84;289262.178;;289262.178;240.0;0.028875;0.6641250000000001;214.17046237499997;Conforme;Aucune;;Non reçu;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En production;Non;;Envoyé;32210014;FOURCHETTE OPEN UNI COLOR BEIGE 7529C CARREFOUR HOME;7200.0;0.192;1382.4;289262.178;;289262.178;240.0;0.0304;0.912;214.17046237499997;Conforme;Aucune;;Non reçu;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25114;169477.0;2511191445;HONGXING;Appro 251008;Aucun; /;En production;Non;;Aucun;32210022;FOURCHETTE OPEN UNI COLOR BLEU 2180C TB COLLECTION;2400.0;0.192;460.8;289262.178;;289262.178;240.0;0.0304;0.304;214.17046237499997;Conforme;Aucune;;Non reçu;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-11-28;25115;169877.0;2511251025;EAST TOP;NOUVEAU PRODUIT;Aucun; /;Annulée;Non;;Envoyé;32110001;M16 ORÉE TB COLLECTION ;1206.0;6.33;7633.9800000000005;7633.9800000000005;;7633.9800000000005;6.0;0.025376;5.100576;5.100576;Non reçu;Non reçu;;Non reçu;;;;;2026-03-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-12-08;25116;171134.0;2512041705;NOSKI;NOUVEAU PRODUIT;Aucun; /;En production;Non;;Envoyé;20110060;COFFRET 4 PCS LAG HERITAGE COUVERTS ENFANTS;2004.0;1.73;3466.92;3466.92;;3466.92;6.0;0.0;0.0;0.0;Non reçu;Non reçu;;Non reçu;;;;;2026-03-30 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2025-12-22;25117;173245.0;2512191048;DIAMOND TRACK;POLYFLAME;Aucun; /;En production;Non;;Envoyé;10110024;LAG HERITAGE COUTEAUX STEAK BOIS D'OLIVIER 4PCS POLYFLAME;1008.0;9.35;9424.8;18739.8;;18739.8;12.0;0.010619999999999997;0.8920799999999998;3.1288456249999994;Non reçu;Non reçu;;Non reçu;;;Aucune;Aucune;2026-04-05 00:00:00;;;;;POLYFLAME;;;;;;
TB CHINA;2025-12-22;25117;173245.0;2512191048;DIAMOND TRACK;POLYFLAME;Aucun; /;En production;Non;;Envoyé;10110025;LAG HERITAGE COUTEAUX STEAK NOYER 6PCS POLYFLAME;1500.0;6.21;9315;18739.8;;18739.8;12.0;0.017894124999999997;2.2367656249999994;3.1288456249999994;Non reçu;Non reçu;;Non reçu;;;Aucune;Aucune;2026-04-05 00:00:00;;;;;POLYFLAME;;;;;;
TB CHINA;2026-01-14;26002;173651.0;2512241016;NOSKI;Appro 251217;Aucun; /;En production;Non;;Aucun;21600005;CAFE ARABESQUE FINITION MIROIR VRAC+GENCOD;22800.0;0.149;3397.2;8942.448;;8942.448;240.0;0.0195075;1.8532125000000002;3.59619375;Non reçu;Non reçu;;Non reçu;;;;;2026-04-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-14;26002;173651.0;2512241016;NOSKI;Appro 251217;Aucun; /;En production;Non;;Aucun;21600004;CUILLERE ARABESQUE FINITION MIROIR VRAC+GENCOD;6480.0;0.2;1296;8942.448;;8942.448;240.0;0.0195075;0.5267025;3.59619375;Non reçu;Non reçu;;Non reçu;;;;;2026-04-25 00:00:00;;;;;POMMIER;;;;;;
TB CHINA;2026-01-14;26002;173651.0;2512241016;NOSKI;Appro 251217;Aucun; /;En production;Non;;Aucun;21600003;FOURCHETTE ARABESQUE FINITION MIROIR VRAC+GENCOD;9120.0;0.1874;1709.0880000000002;8942.448;;8942.448;240.0;0.0195075;0.741285;3.59619375;Non reçu;Non reçu;;Non reçu;;;;;2026-04-25 00:00:00;;;;;POMMIER;;;;;;
